 alt,temp,press,dens,Gamma
43040.0,258.7515322326958,191.94851128388424,0.0025842820922723697,1.400447
43080.0,258.8620301619758,190.95119479738173,0.0025697574125615927,1.400447
43120.0,258.972526710007,189.95949479095975,0.0025553206936708575,1.400447
43160.00000000001,259.08302187681545,188.97337719445628,0.0025409713647117768,1.400447
43200.0,259.19351566242693,187.9928081591488,0.002526708858748504,1.400447
43240.0,259.3040080668674,187.01775405621822,0.0025125326127686466,1.400447
43280.0,259.4144990901628,186.04818147522596,0.0024984420676544264,1.400447
43320.0,259.5249887323389,185.08405722260147,0.002484436668154059,1.400447
43360.0,259.6354769934217,184.12534832013966,0.002470515862853335,1.400447
43400.0,259.74596387343706,183.17202200351312,0.0024566791041474773,1.400447
43440.0,259.85644937241085,182.22404572078955,0.002442925848213136,1.400447
43480.00000000001,259.966933490369,181.2813871309655,0.002429255554980674,1.400447
43520.0,260.0774162273373,180.34401410250882,0.0024156676881066444,1.40067
43560.0,260.18789758334185,179.4118947119091,0.00240216171494644,1.40067
43600.0,260.2983775584084,178.4849972422447,0.0023887371065272394,1.40067
43640.0,260.4088561525628,177.56329018175504,0.002375393337521088,1.40067
43680.0,260.5193333658311,176.6467422224246,0.002362129886218206,1.40067
43720.0,260.629809198239,175.73532225858003,0.0023489462345005463,1.40067
43760.0,260.7402836498125,174.82899938549284,0.002335841867815482,1.40067
43800.00000000001,260.8507567205775,173.92774289799706,0.0023228162751497703,1.40067
43840.0,260.9612284105599,173.03152228911387,0.0023098689490036743,1.40067
43880.0,261.0716987197855,172.1403072486874,0.0022969993853652984,1.40067
43920.0,261.1821676482802,171.25406766203062,0.0022842070836851217,1.40067
43960.0,261.2926351960699,170.37277360857962,0.0022714915468507145,1.40067
44000.0,261.4031013631806,169.4963953605606,0.002258852281161679,1.40067
44040.0,261.513566149638,168.62490338166555,0.0022462887963047833,1.40067
44080.0,261.62402955546816,167.75826832573355,0.0022338006053292153,1.40067
44120.0,261.7344915806968,166.89646103544987,0.002221387224622157,1.40067
44160.00000000001,261.8449522253499,166.03945254104593,0.002209048173884412,1.40067
44200.0,261.9554114894533,165.18721405901545,0.002196782976106327,1.40067
44240.0,262.0658693730329,164.33971699083452,0.0021845911575438166,1.40067
44280.0,262.1763258761146,163.49693292169607,0.0021724722476946434,1.40067
44320.0,262.2867809987243,162.65883361925026,0.0021604257792748375,1.40067
44360.0,262.39723474088777,161.8253910323544,0.0021484512881953027,1.40067
44400.0,262.507687102631,160.99657728983343,0.002136548313538617,1.40067
44440.0,262.61813808397983,160.17236469924703,0.00212471639753599,1.40067
44480.00000000001,262.7285876849601,159.35272574566946,0.0021129550855444367,1.40067
44520.0,262.8390359055977,158.5376330904728,0.00210126392602406,1.40067
44560.0,262.9494827459186,157.72705957012508,0.0020896424705155875,1.40067
44600.0,263.05992820594855,156.92097819499278,0.0020780902736180235,1.40067
